venue_name,year,format,batting_sr,batting_avg,boundary_%,bowling_econ,bowling_avg,bowling_sr,runs,balls,wickets,fours,sixes,matches,innings_count
Sportpark Westvliet,2022,ODI,75.05,31.08,34.85,4.5,31.08,41.42,373,497,12,31,1,1,2
Sportpark Westvliet,2022,T20,102.9,18.03,45.95,6.17,18.03,17.52,1136,1104,63,99,21,5,10
Sportpark Westvliet,2024,ODI,81.52,31.96,41.72,4.89,31.96,39.2,1438,1764,45,123,18,3,6
Sportpark Westvliet,2024,T20,125.58,19.31,50.02,7.53,19.31,15.38,2047,1630,106,157,66,7,14
Sportpark Westvliet,2025,T20,123.02,24.86,42.76,7.38,24.86,20.21,2287,1859,92,162,55,8,16
St Albans Club,2023,T20,116.78,17.11,39.36,7.01,17.11,14.66,1489,1275,87,115,21,6,12
St Albans Club,2024,T20,100.91,16.6,36.89,6.05,16.6,16.45,1876,1859,113,116,38,9,18
St Albans Club,2025,T20,72.89,11.31,13.17,4.37,11.31,15.52,1640,2250,145,51,2,11,22
St George's College Ground,2024,T20,80.63,10.69,34.55,4.84,10.69,13.26,1540,1910,144,91,28,9,18
St George's Park,2003,ODI,71.94,23.74,42.12,4.32,23.74,33.0,2018,2805,85,169,29,5,10
St George's Park,2005,ODI,81.24,33.44,38.25,4.87,33.44,41.16,1438,1770,43,118,13,3,6
St George's Park,2006,ODI,79.96,26.18,45.62,4.8,26.18,32.74,890,1113,34,76,17,2,4
St George's Park,2007,ODI,79.9,33.2,43.98,4.79,33.2,41.55,664,831,20,64,6,2,3
St George's Park,2007,T20,86.13,9.08,50.85,5.17,9.08,10.54,118,137,13,9,4,1,2
St George's Park,2007,Test,51.14,25.99,49.36,3.07,25.99,50.81,1949,3811,75,230,7,2,8
St George's Park,2008,ODI,85.81,50.8,45.67,5.15,50.8,59.2,508,592,10,43,10,1,2
St George's Park,2009,ODI,82.62,28.03,46.49,4.96,28.03,33.93,813,984,29,78,11,2,4
St George's Park,2011,ODI,85.05,32.17,36.01,5.1,32.17,37.83,933,1097,29,69,10,2,4
St George's Park,2012,T20,135.42,21.67,54.77,8.12,21.67,16.0,325,240,15,31,9,1,2
St George's Park,2013,ODI,96.85,32.69,39.39,5.81,32.69,33.75,523,540,16,41,7,1,2
St George's Park,2013,Test,50.09,30.61,55.54,3.01,30.61,61.11,857,1711,28,113,4,1,3
St George's Park,2014,Test,56.33,35.52,54.47,3.38,35.52,63.06,1847,3279,52,229,15,2,6
St George's Park,2015,ODI,89.34,31.06,49.24,5.36,31.06,34.76,528,591,17,44,14,1,2
St George's Park,2016,ODI,85.06,33.08,44.42,5.1,33.08,38.88,860,1011,26,79,11,2,4
St George's Park,2016,Test,55.94,32.72,45.16,3.36,32.72,58.5,1178,2106,36,133,0,1,4
St George's Park,2017,ODI,73.64,30.5,42.08,4.42,30.5,41.42,366,497,12,34,3,1,2
St George's Park,2017,Test,54.91,17.17,57.83,3.29,17.17,31.28,498,907,29,63,6,1,3
St George's Park,2018,ODI,85.74,27.94,43.79,5.14,27.94,32.59,475,554,17,40,8,1,2
St George's Park,2018,Test,55.14,28.41,56.52,3.31,28.41,51.53,966,1752,34,126,7,1,4
St George's Park,2019,ODI,88.72,43.43,46.05,5.32,43.43,48.95,912,1028,21,81,16,2,4
St George's Park,2019,Test,61.76,22.61,57.63,3.71,22.61,36.61,701,1135,31,95,4,1,4
St George's Park,2020,T20,126.67,30.4,41.45,7.6,30.4,24.0,304,240,10,18,9,1,2
St George's Park,2020,Test,48.09,32.59,59.47,2.89,32.59,67.76,945,1965,29,118,15,1,3
St George's Park,2022,Test,56.33,25.72,54.64,3.38,25.72,45.67,926,1644,36,116,7,1,4
St George's Park,2023,ODI,79.92,35.5,52.58,4.8,35.5,44.42,426,533,12,41,10,1,2
St George's Park,2023,T20,119.78,25.86,51.9,7.19,25.86,21.59,1526,1274,59,156,28,6,12
St George's Park,2024,T20,107.69,19.38,51.59,6.46,19.38,18.0,252,234,13,25,5,1,2
St George's Park,2024,Test,57.75,31.02,49.48,3.46,31.02,53.72,1241,2149,40,134,13,1,4
St Georges Quilmes,2023,T20,85.03,14.71,44.0,5.1,14.71,17.29,500,588,34,43,8,3,6
St Lawrence Ground,2003,ODI,83.14,35.57,40.16,4.99,35.57,42.79,498,599,14,41,6,1,2
St Lawrence Ground,2005,ODI,85.57,42.0,37.7,5.13,42.0,49.08,504,589,12,40,5,1,2
St Lawrence Ground,2012,T20,100.42,18.54,37.34,6.02,18.54,18.46,241,240,13,21,1,1,2
St Lawrence Ground,2015,Test,38.75,19.97,47.78,2.32,19.97,51.54,699,1804,35,82,1,1,4
St Lawrence Ground,2018,ODI,81.71,35.38,42.17,4.9,35.38,43.31,460,563,13,44,3,1,2
St Lawrence Ground,2019,ODI,69.22,20.24,50.58,4.15,20.24,29.24,344,497,17,42,1,1,2
St Lawrence Ground,2021,ODI,95.9,32.73,53.77,5.75,32.73,34.13,491,512,15,57,6,1,2
St Lawrence Ground,2022,ODI,102.12,38.53,51.21,6.13,38.53,37.73,578,566,15,62,8,1,2
St Lawrence Ground,2024,T20,119.92,23.58,58.66,7.19,23.58,19.67,283,236,12,34,5,1,2
St Lawrence Ground,2025,T20,135.16,32.89,57.43,8.11,32.89,24.33,296,219,9,41,1,1,2
Stars Arena Hofstade,2025,T20,118.99,18.67,48.06,7.14,18.67,15.69,2651,2228,142,167,101,11,22
Stellenbosch University,2008,ODI,52.7,16.43,27.46,3.16,16.43,31.17,772,1465,47,50,2,3,6
Stokenchurch Cricket Ground,2012,ODI,53.49,23.0,31.16,3.21,23.0,43.0,276,516,12,20,1,1,2
Stokenchurch Cricket Ground,2013,Test,42.08,42.13,52.63,2.52,42.13,100.13,969,2303,23,126,1,1,4
Stokenchurch Cricket Ground,2014,Test,33.09,17.38,50.76,1.99,17.38,52.53,591,1786,34,75,0,1,4
Stubberudmyra Cricket Ground,2025,T20,128.55,20.31,52.3,7.71,20.31,15.8,914,711,45,79,27,3,6
Sunrise Sports Club,2021,ODI,60.26,17.25,38.41,3.62,17.25,28.62,276,458,16,22,3,1,2
SuperSport Park,2003,ODI,83.97,32.51,48.44,5.04,32.51,38.71,2048,2439,63,200,32,5,10
SuperSport Park,2004,ODI,104.74,85.29,43.55,6.28,85.29,81.43,597,570,7,53,8,1,2
SuperSport Park,2005,ODI,76.16,23.65,46.34,4.57,23.65,31.06,1230,1615,52,123,13,3,6
SuperSport Park,2005,Test,58.85,33.26,56.79,3.53,33.26,56.52,898,1526,27,114,9,1,3
SuperSport Park,2006,ODI,84.12,38.05,47.79,5.05,38.05,45.23,837,995,22,79,14,2,4
SuperSport Park,2006,Test,56.5,25.55,55.19,3.39,25.55,45.22,1022,1809,40,132,6,1,4
SuperSport Park,2007,ODI,106.9,38.75,56.45,6.41,38.75,36.25,620,580,16,62,17,1,2
SuperSport Park,2007,Test,62.51,24.38,61.1,3.75,24.38,39.0,707,1131,29,96,8,1,3
SuperSport Park,2008,ODI,83.77,25.07,35.33,5.03,25.07,29.93,351,419,14,25,4,1,2
SuperSport Park,2008,Test,59.12,27.0,57.28,3.55,27.0,45.67,810,1370,30,110,4,1,3
SuperSport Park,2009,ODI,86.52,33.18,45.82,5.19,33.18,38.35,4911,5676,148,465,65,11,21
SuperSport Park,2009,T20,144.38,25.67,60.32,8.66,25.67,17.78,693,480,27,49,37,2,4
SuperSport Park,2009,Test,49.45,36.19,49.88,2.97,36.19,73.19,1303,2635,36,149,9,1,4
SuperSport Park,2010,Test,68.18,50.62,53.17,4.09,50.62,74.25,1215,1782,24,136,17,1,3
SuperSport Park,2011,ODI,96.6,24.12,52.01,5.8,24.12,24.97,796,824,33,81,15,2,4
SuperSport Park,2011,Test,59.14,24.7,51.82,3.55,24.7,41.77,741,1253,30,90,4,1,3
SuperSport Park,2013,ODI,76.53,27.98,43.6,4.59,27.98,36.56,1399,1828,50,124,19,4,7
SuperSport Park,2013,T20,152.06,17.35,61.69,9.12,17.35,11.41,295,194,17,29,11,1,2
SuperSport Park,2013,Test,58.48,26.67,50.75,3.51,26.67,45.6,800,1368,30,100,1,1,3
SuperSport Park,2014,T20,122.38,23.36,51.36,7.34,23.36,19.09,257,210,11,18,10,1,2
SuperSport Park,2014,Test,59.0,34.68,49.87,3.54,34.68,58.79,1977,3351,57,227,13,2,7
SuperSport Park,2015,ODI,110.5,36.84,52.93,6.63,36.84,33.34,1179,1067,32,96,40,2,4
SuperSport Park,2015,T20,134.17,21.47,57.76,8.05,21.47,16.0,322,240,15,33,9,1,2
SuperSport Park,2016,ODI,111.86,51.08,58.89,6.71,51.08,45.67,1226,1096,24,125,37,2,4
SuperSport Park,2016,Test,54.25,31.26,58.5,3.26,31.26,57.61,2188,4033,70,296,16,2,8
SuperSport Park,2017,ODI,113.33,48.57,52.06,6.8,48.57,42.86,680,600,14,66,15,1,2
SuperSport Park,2017,T20,194.17,21.18,70.39,11.65,21.18,10.91,233,120,11,20,14,1,2
SuperSport Park,2018,ODI,81.8,28.13,55.02,4.91,28.13,34.39,647,791,23,71,12,2,4
SuperSport Park,2018,T20,156.0,46.09,61.54,9.36,46.09,29.55,507,325,11,39,26,2,3
SuperSport Park,2018,Test,53.31,24.27,56.79,3.2,24.27,45.53,1796,3369,74,246,6,2,8
SuperSport Park,2019,ODI,92.73,31.89,47.03,5.56,31.89,34.39,893,963,28,93,8,2,4
SuperSport Park,2019,T20,130.56,21.86,56.38,7.83,21.86,16.74,940,720,43,86,31,3,6
SuperSport Park,2019,Test,57.26,25.12,61.29,3.44,25.12,43.88,1005,1755,40,136,12,1,4
SuperSport Park,2020,T20,190.64,40.73,67.86,11.44,40.73,21.36,448,235,11,34,28,1,2
SuperSport Park,2020,Test,70.16,41.28,54.8,4.21,41.28,58.83,1197,1706,29,149,10,1,3
SuperSport Park,2021,ODI,95.89,38.08,48.1,5.75,38.08,39.71,1447,1509,38,126,32,3,6
SuperSport Park,2021,T20,151.08,30.48,56.78,9.06,30.48,20.17,701,464,23,59,27,2,4
SuperSport Park,2021,Test,51.72,22.22,60.97,3.1,22.22,42.98,889,1719,40,128,5,1,4
SuperSport Park,2022,ODI,92.4,32.14,52.89,5.54,32.14,34.79,900,974,28,89,20,2,4
SuperSport Park,2023,ODI,131.24,44.53,61.98,7.87,44.53,33.93,668,509,15,57,31,1,2
SuperSport Park,2023,T20,215.47,32.5,74.62,12.93,32.5,15.08,780,362,24,66,53,2,4
SuperSport Park,2023,Test,61.8,23.38,59.02,3.71,23.38,37.83,1613,2610,69,217,14,2,7
SuperSport Park,2024,T20,164.41,34.22,64.84,9.86,34.22,20.81,1095,666,32,95,55,3,6
SuperSport Park,2024,Test,65.05,23.66,58.95,3.9,23.66,36.37,899,1382,38,125,5,1,4
Svanholm Park,2021,T20,109.47,21.67,38.08,6.57,21.67,19.79,520,475,24,39,7,2,4
Svanholm Park,2022,T20,111.67,18.0,37.04,6.7,18.0,16.12,756,677,42,49,14,3,6
Svanholm Park,2023,T20,106.14,19.6,41.27,6.37,19.6,18.47,882,831,45,55,24,4,8
Svanholm Park,2024,T20,124.94,17.45,38.82,7.5,17.45,13.97,541,433,31,30,15,2,4
Sydney Cricket Ground,2003,ODI,91.14,32.83,37.71,5.47,32.83,36.02,1379,1513,42,118,8,3,6
Sydney Cricket Ground,2003,Test,59.2,36.46,54.7,3.55,36.46,61.59,2552,4311,70,331,12,2,8
Sydney Cricket Ground,2004,ODI,89.39,30.44,40.28,5.36,30.44,34.05,1887,2111,62,154,24,4,8
Sydney Cricket Ground,2004,Test,65.8,69.88,55.87,3.95,69.88,106.2,1747,2655,25,238,4,1,4
Sydney Cricket Ground,2005,ODI,72.85,30.0,45.45,4.37,30.0,41.18,330,453,11,30,5,1,2
Sydney Cricket Ground,2005,Test,57.92,21.95,48.06,3.47,21.95,37.9,878,1516,40,89,11,1,4
Sydney Cricket Ground,2006,ODI,102.97,40.16,43.46,6.18,40.16,39.0,1767,1716,44,159,22,3,6
Sydney Cricket Ground,2006,Test,61.12,47.85,48.3,3.67,47.85,78.3,1292,2114,27,150,4,1,4
Sydney Cricket Ground,2007,ODI,84.65,25.22,41.56,5.08,25.22,29.8,1362,1609,54,122,13,4,7
Sydney Cricket Ground,2007,T20,152.08,26.07,55.34,9.12,26.07,17.14,365,240,14,28,15,1,2
Sydney Cricket Ground,2007,Test,54.3,29.23,48.12,3.26,29.23,53.83,877,1615,30,98,5,1,4
Sydney Cricket Ground,2008,ODI,88.86,32.78,35.8,5.33,32.78,36.89,1475,1660,45,117,10,3,6
Sydney Cricket Ground,2008,Test,62.44,43.41,50.81,3.75,43.41,69.51,1606,2572,37,198,4,1,4
Sydney Cricket Ground,2009,ODI,95.6,30.81,40.04,5.74,30.81,32.22,1109,1160,36,93,12,2,4
Sydney Cricket Ground,2009,T20,124.58,24.92,43.48,7.48,24.92,20.0,299,240,12,25,5,1,2
Sydney Cricket Ground,2009,Test,49.39,38.26,48.73,2.96,38.26,77.47,1301,2634,34,154,3,1,4
Sydney Cricket Ground,2010,ODI,80.43,26.87,32.63,4.83,26.87,33.41,1048,1303,39,69,11,3,6
Sydney Cricket Ground,2010,T20,147.37,31.11,58.57,8.84,31.11,21.11,280,190,9,20,14,1,2
Sydney Cricket Ground,2010,Test,53.52,24.5,49.59,3.21,24.5,45.78,980,1831,40,114,5,1,4
Sydney Cricket Ground,2011,ODI,94.4,36.53,33.21,5.66,36.53,38.7,1096,1161,30,79,8,2,4
Sydney Cricket Ground,2011,Test,54.48,40.17,41.99,3.27,40.17,73.73,1205,2212,30,119,5,1,3
Sydney Cricket Ground,2012,ODI,82.63,28.53,45.64,4.96,28.53,34.53,1227,1485,43,125,10,3,6
Sydney Cricket Ground,2012,Test,62.5,52.08,50.24,3.75,52.08,83.33,1250,2000,24,151,4,1,3
Sydney Cricket Ground,2013,ODI,76.32,28.21,40.77,4.58,28.21,36.96,677,887,24,63,4,2,4
Sydney Cricket Ground,2013,Test,59.85,33.68,49.26,3.59,33.68,56.26,1145,1913,34,135,4,1,4
Sydney Cricket Ground,2014,ODI,92.79,40.08,47.6,5.57,40.08,43.19,1042,1123,26,103,14,2,4
Sydney Cricket Ground,2014,Test,67.47,23.08,54.82,4.05,23.08,34.2,923,1368,40,110,11,1,4
Sydney Cricket Ground,2015,ODI,100.04,32.26,46.15,6.0,32.26,32.25,2613,2612,81,234,45,6,11
Sydney Cricket Ground,2015,Test,58.14,51.67,52.9,3.49,51.67,88.87,1550,2666,30,181,16,1,4
Sydney Cricket Ground,2016,ODI,106.62,42.79,46.41,6.4,42.79,40.14,1241,1164,29,102,28,2,4
Sydney Cricket Ground,2016,T20,136.25,31.14,51.38,8.18,31.14,22.86,654,480,21,51,22,2,4
Sydney Cricket Ground,2016,Test,56.16,42.17,49.8,3.37,42.17,75.08,506,901,12,54,6,1,2
Sydney Cricket Ground,2017,ODI,110.12,38.75,46.45,6.61,38.75,35.19,620,563,16,54,12,1,2
Sydney Cricket Ground,2017,Test,62.32,44.6,49.03,3.74,44.6,71.57,1338,2147,30,143,14,1,4
Sydney Cricket Ground,2018,ODI,98.0,49.0,37.41,5.88,49.0,50.0,588,600,12,37,12,1,2
Sydney Cricket Ground,2018,T20,127.63,24.77,51.38,7.66,24.77,19.41,545,427,22,49,14,2,4
Sydney Cricket Ground,2018,Test,49.75,43.52,42.55,2.98,43.52,87.48,1175,2362,27,116,6,1,3
Sydney Cricket Ground,2019,ODI,90.33,38.71,42.44,5.42,38.71,42.86,542,600,14,41,11,1,2
Sydney Cricket Ground,2019,T20,135.78,29.6,56.76,8.15,29.6,21.8,148,109,5,12,6,1,2
Sydney Cricket Ground,2019,Test,56.0,54.59,46.98,3.36,54.59,97.47,928,1657,17,103,4,1,3
Sydney Cricket Ground,2020,ODI,106.19,42.14,47.03,6.37,42.14,39.68,1854,1746,44,152,44,3,6
Sydney Cricket Ground,2020,T20,144.23,31.45,48.82,8.65,31.45,21.81,975,676,31,71,32,3,6
Sydney Cricket Ground,2020,Test,51.01,34.13,39.51,3.06,34.13,66.9,1058,2074,31,94,7,1,4
Sydney Cricket Ground,2021,Test,48.23,39.61,52.44,2.89,39.61,82.13,1228,2546,31,143,12,1,4
Sydney Cricket Ground,2022,ODI,91.56,27.11,38.93,5.49,27.11,29.61,488,533,18,28,13,1,2
Sydney Cricket Ground,2022,T20,129.16,21.13,50.15,7.75,21.13,16.36,2684,2078,127,212,83,9,20
Sydney Cricket Ground,2022,Test,54.04,37.73,46.43,3.24,37.73,69.82,1245,2304,33,125,13,1,4
Sydney Cricket Ground,2023,Test,49.61,52.25,47.13,2.98,52.25,105.31,836,1685,16,85,9,1,3
Sydney Cricket Ground,2024,ODI,77.18,22.79,42.96,4.63,22.79,29.53,433,561,19,30,11,1,2
Sydney Cricket Ground,2024,T20,118.07,14.79,44.13,7.08,14.79,12.53,281,238,19,22,6,1,2
Sydney Cricket Ground,2024,Test,55.83,26.78,45.97,3.35,26.78,47.97,857,1535,32,88,7,1,4
Sydney Cricket Ground,2025,ODI,92.56,43.0,42.71,5.55,43.0,46.45,473,511,11,43,5,1,2
Sydney Cricket Ground,2025,T20,156.94,19.94,61.36,9.42,19.94,12.71,339,216,17,40,8,1,2
Sydney Cricket Ground,2025,Test,60.04,20.15,47.59,3.6,20.15,33.56,685,1141,34,71,7,1,4
Sydney Parade,2019,T20,119.38,35.81,50.26,7.16,35.81,30.0,573,480,16,51,14,2,4
Sydney Showground Stadium,2020,T20,108.52,20.74,46.19,6.51,20.74,19.12,892,822,43,91,8,4,7
Sylhet International Cricket Stadium,2018,ODI,75.33,36.36,47.0,4.52,36.36,48.27,400,531,11,35,8,1,2
Sylhet International Cricket Stadium,2018,T20,146.96,23.23,60.6,8.82,23.23,15.81,604,411,26,54,25,2,4
Sylhet International Cricket Stadium,2018,Test,43.44,19.38,44.9,2.61,19.38,44.6,775,1784,40,78,6,1,4
Sylhet International Cricket Stadium,2020,ODI,102.16,35.93,51.42,6.13,35.93,35.17,1653,1618,46,145,45,3,6
Sylhet International Cricket Stadium,2022,T20,91.33,16.03,39.66,5.48,16.03,17.55,4423,4843,276,371,45,23,46
Sylhet International Cricket Stadium,2023,ODI,101.16,30.74,49.38,6.07,30.74,30.38,1045,1033,34,99,20,3,5
Sylhet International Cricket Stadium,2023,Test,53.23,28.65,45.03,3.19,28.65,53.82,1146,2153,40,117,8,1,4
Sylhet International Cricket Stadium,2024,T20,126.37,22.86,54.49,7.58,22.86,18.09,2195,1737,96,197,68,8,16
Sylhet International Cricket Stadium,2024,Test,63.69,26.7,50.94,3.82,26.7,41.92,1068,1677,40,109,18,1,4
Sylhet International Cricket Stadium,2025,T20,130.3,25.8,50.23,7.82,25.8,19.8,645,495,25,51,20,3,5
Sylhet International Cricket Stadium,2025,Test,54.95,24.14,55.1,3.3,24.14,43.92,893,1625,37,108,10,1,4
Sylhet Stadium,2014,T20,106.69,18.38,46.6,6.4,18.38,17.23,6361,5962,346,588,102,26,52
Sylhet Stadium,2024,T20,113.11,19.85,44.08,6.79,19.85,17.55,794,702,40,74,9,3,6
TCA Oval,2024,T20,92.05,16.27,47.51,5.52,16.27,17.68,602,654,37,55,11,3,6
TCA Oval,2025,T20,137.28,23.52,64.12,8.24,23.52,17.13,3222,2347,137,281,157,11,22
TU Cricket Stadium,2019,T20,110.13,22.22,45.4,6.61,22.22,20.18,1000,908,45,70,29,4,8
TU Cricket Stadium,2020,ODI,73.53,23.93,48.76,4.41,23.93,32.55,2178,2962,91,207,39,6,12
TU Cricket Stadium,2021,T20,149.38,28.29,63.54,8.96,28.29,18.94,2178,1458,77,175,114,7,14
TU Cricket Stadium,2022,ODI,80.59,30.14,46.96,4.84,30.14,37.4,2321,2880,77,214,39,5,10
TU Cricket Stadium,2022,T20,120.72,19.37,50.24,7.24,19.37,16.05,3332,2760,172,273,97,12,24
TU Cricket Stadium,2023,ODI,86.82,28.07,54.32,5.21,28.07,32.33,6119,7048,218,552,186,14,28
TU Cricket Stadium,2023,T20,133.29,22.48,57.77,8.0,22.48,16.86,2787,2091,124,236,111,9,20
TU Cricket Stadium,2024,ODI,76.23,24.87,53.36,4.57,24.87,32.62,3332,4371,134,332,75,9,18
TU Cricket Stadium,2024,T20,151.91,26.61,60.74,9.11,26.61,17.52,2262,1489,85,171,115,7,13
TU Cricket Stadium,2025,T20,97.76,18.13,42.56,5.87,18.13,18.55,2049,2096,113,188,20,9,18
Tafawa Balewa Square (TBS) Cricket Oval,2023,T20,89.35,12.14,31.28,5.36,12.14,13.59,3715,4158,306,184,71,20,42
Tafawa Balewa Square (TBS) Cricket Oval,2024,T20,135.97,20.26,47.85,8.16,20.26,14.9,790,581,39,66,19,3,6
Takashinga Sports Club,2019,T20,79.08,16.66,38.65,4.74,16.66,21.06,533,674,32,47,3,3,6
Takashinga Sports Club,2021,T20,99.02,18.61,47.81,5.94,18.61,18.79,707,714,38,80,3,3,6
Takashinga Sports Club,2023,ODI,89.51,32.81,47.86,5.37,32.81,36.66,4430,4949,135,386,96,9,20
Takashinga Sports Club,2025,T20,113.17,20.98,45.35,6.79,20.98,18.54,2518,2225,120,176,73,10,20
Terdthai Cricket Ground,2015,T20,87.92,19.18,18.01,5.28,19.18,21.82,211,240,11,8,1,1,2
Terdthai Cricket Ground,2019,T20,70.5,9.98,20.34,4.23,9.98,14.16,1288,1827,129,64,1,9,18
Terdthai Cricket Ground,2020,T20,114.6,18.8,52.76,6.88,18.8,16.41,1899,1657,101,153,65,8,16
Terdthai Cricket Ground,2023,ODI,60.5,15.98,42.03,3.63,15.98,26.42,847,1400,53,86,2,3,6
Terdthai Cricket Ground,2023,T20,99.57,19.83,48.7,5.97,19.83,19.91,694,697,35,77,5,3,6
Terdthai Cricket Ground,2024,T20,117.19,20.65,54.31,7.03,20.65,17.62,6504,5550,315,598,190,26,52
Terdthai Cricket Ground,2025,T20,92.64,16.18,40.86,5.56,16.18,17.47,3010,3249,186,282,17,18,35
The Gabba,2003,ODI,71.79,28.33,25.41,4.31,28.33,39.47,425,592,15,24,2,1,2
The Gabba,2003,Test,65.68,43.56,49.22,3.94,43.56,66.32,1089,1658,25,125,6,1,4
The Gabba,2004,ODI,90.86,35.77,30.57,5.45,35.77,39.37,1073,1181,30,79,2,2,4
The Gabba,2004,Test,54.93,33.8,52.86,3.3,33.8,61.53,1014,1846,30,116,12,1,3
The Gabba,2005,ODI,89.98,37.09,33.76,5.4,37.09,41.22,853,948,23,66,4,2,4
The Gabba,2006,ODI,84.46,35.66,38.85,5.07,35.66,42.22,1462,1731,41,121,14,3,6
The Gabba,2006,T20,139.83,24.85,56.35,8.39,24.85,17.77,323,231,13,29,11,1,2
The Gabba,2006,Test,61.36,44.37,46.73,3.68,44.37,72.3,1331,2169,30,148,5,1,4
The Gabba,2007,ODI,77.21,27.0,39.19,4.63,27.0,34.97,837,1084,31,76,4,2,4
The Gabba,2007,Test,53.29,44.25,49.53,3.2,44.25,83.04,1062,1993,24,124,5,1,3
The Gabba,2008,ODI,84.08,28.31,34.74,5.04,28.31,33.67,1019,1212,36,75,9,3,5
The Gabba,2008,Test,51.68,20.38,52.76,3.1,20.38,39.42,815,1577,40,103,3,1,4
The Gabba,2009,ODI,134.72,29.1,50.86,8.08,29.1,21.6,291,216,10,25,8,1,2
The Gabba,2009,T20,136.48,35.33,45.28,8.19,35.33,25.89,318,233,9,24,8,1,2
The Gabba,2009,Test,59.63,31.96,53.85,3.58,31.96,53.61,895,1501,28,116,3,1,3
The Gabba,2010,ODI,91.4,32.88,38.38,5.48,32.88,35.98,1381,1511,42,104,19,3,6
The Gabba,2010,Test,55.02,62.05,47.33,3.3,62.05,112.77,1365,2481,22,157,3,1,4
The Gabba,2011,ODI,78.42,22.35,42.06,4.71,22.35,28.5,447,570,20,41,4,1,2
The Gabba,2011,Test,56.25,28.74,47.59,3.38,28.74,51.1,891,1584,31,100,4,1,4
The Gabba,2012,ODI,93.75,34.47,35.19,5.62,34.47,36.77,1620,1728,47,117,17,3,6
The Gabba,2012,Test,54.98,62.16,42.17,3.3,62.16,113.05,1181,2148,19,114,7,1,3
The Gabba,2013,ODI,53.21,9.31,48.32,3.19,9.31,17.5,149,280,16,18,0,1,2
The Gabba,2013,T20,147.92,25.36,46.76,8.88,25.36,17.14,355,240,14,22,13,1,2
The Gabba,2013,Test,51.87,27.32,40.75,3.11,27.32,52.68,1011,1949,37,91,8,1,4
The Gabba,2014,ODI,100.67,35.35,40.6,6.04,35.35,35.12,601,597,17,40,14,1,2
The Gabba,2014,Test,68.78,35.19,53.67,4.13,35.19,51.17,1267,1842,36,161,6,1,4
The Gabba,2015,ODI,82.46,29.24,36.02,4.95,29.24,35.47,1316,1596,45,108,7,3,6
The Gabba,2015,Test,69.55,51.14,52.09,4.17,51.14,73.54,1432,2059,28,167,13,1,4
The Gabba,2016,ODI,103.87,56.09,36.3,6.23,56.09,54.0,617,594,11,47,6,1,2
The Gabba,2016,Test,55.21,34.94,45.95,3.31,34.94,63.29,1223,2215,35,133,5,1,4
The Gabba,2017,ODI,79.86,23.37,35.14,4.79,23.37,29.26,444,556,19,30,6,1,2
The Gabba,2017,Test,45.1,33.27,48.3,2.71,33.27,73.77,998,2213,30,113,5,1,4
The Gabba,2018,ODI,96.11,36.27,43.38,5.77,36.27,37.73,544,566,15,50,6,1,2
The Gabba,2018,T20,160.29,29.73,54.43,9.62,29.73,18.55,327,204,11,25,13,1,2
The Gabba,2019,T20,122.4,21.36,45.96,7.34,21.36,17.45,235,192,11,24,2,1,2
The Gabba,2019,Test,54.13,29.85,40.55,3.25,29.85,55.14,1761,3253,59,174,3,2,6
The Gabba,2021,Test,55.76,32.6,49.08,3.35,32.6,58.47,2217,3976,68,242,20,2,8
The Gabba,2022,T20,134.46,22.39,50.47,8.07,22.39,16.65,1276,949,57,107,36,4,8
The Gabba,2022,Test,58.2,14.82,50.0,3.49,14.82,25.47,504,866,34,60,2,1,4
The Gabba,2024,T20,186.9,12.08,75.16,11.21,12.08,6.46,157,84,13,16,9,1,2
The Gabba,2024,Test,60.01,27.3,46.5,3.6,27.3,45.5,1802,3003,66,187,15,2,8
The Hills Cricket Club Ground,2016,ODI,58.15,22.23,51.21,3.49,22.23,38.23,289,497,13,34,2,1,2
The Hills Cricket Club Ground,2018,ODI,103.52,26.5,56.98,6.21,26.5,25.6,530,512,20,62,9,1,2
The Oval Cricket Ground,2003,ODI,79.46,36.75,43.54,4.77,36.75,46.25,441,555,12,39,6,1,2
The Oval Cricket Ground,2019,T20,111.95,33.38,52.43,6.72,33.38,29.81,534,477,16,61,6,2,4
The Oval Cricket Ground,2023,ODI,89.32,39.23,44.31,5.36,39.23,43.92,510,571,13,55,1,1,2
The Rose Bowl,2003,ODI,67.77,31.55,44.96,4.07,31.55,46.55,347,512,11,39,0,1,2
The Rose Bowl,2004,ODI,74.71,26.59,36.62,4.48,26.59,35.59,1622,2171,61,132,11,5,10
The Rose Bowl,2005,T20,124.64,14.33,51.94,7.48,14.33,11.5,258,207,18,29,3,1,2
The Rose Bowl,2006,ODI,91.91,32.06,42.57,5.51,32.06,34.88,545,593,17,52,4,1,2
The Rose Bowl,2006,T20,135.0,21.6,45.06,8.1,21.6,16.0,324,240,15,29,5,1,2
The Rose Bowl,2007,ODI,78.67,39.33,32.63,4.72,39.33,50.0,472,600,12,31,5,1,2
The Rose Bowl,2009,ODI,77.5,35.23,33.62,4.65,35.23,45.46,458,591,13,34,3,1,2
The Rose Bowl,2010,ODI,84.34,31.93,41.04,5.06,31.93,37.86,926,1098,29,89,4,2,4
The Rose Bowl,2011,ODI,138.38,34.09,49.07,8.3,34.09,24.64,375,271,11,31,10,1,2
