venue_name,venue_country,city,format,year,matches_played,matches_with_result,first_bat_wins,second_bat_wins,avg_innings1_runs,avg_innings2_runs,avg_innings3_runs,avg_innings4_runs,first_bat_win_pct,second_bat_win_pct,innings1_avg_wickets,innings1_avg_boundary_pct,innings1_avg_run_rate,innings2_avg_wickets,innings2_avg_boundary_pct,innings2_avg_run_rate,innings3_avg_wickets,innings3_avg_boundary_pct,innings3_avg_run_rate,innings4_avg_wickets,innings4_avg_boundary_pct,innings4_avg_run_rate,highest_individual_score_batter,highest_individual_score_runs,highest_individual_score_date,highest_individual_score_opponent,best_bowling_bowler,best_bowling_wickets,best_bowling_runs_conceded,best_bowling_date,best_bowling_opponent,top_run_scorer,top_run_scorer_total_runs,top_wicket_taker,top_wicket_taker_total_wickets
"Sinovich Park, Sinoville",South Africa,Pretoria,ODI,2007,1,1,0,1,156.0,160.0,,,0.0,100.0,9.0,0.06,3.12,4.0,0.07,4.46,,,,,,,C Brits,57,2007-01-24,Pakistan,MM Letsoalo,3,27,2007-01-24,Pakistan,C Brits,57,MM Letsoalo,3
Sir Paul Getty's Ground,United Kingdom,Wormsley,ODI,2012,1,1,0,1,152.0,124.0,,,0.0,100.0,8.0,0.03,3.04,4.0,0.06,3.44,,,,,,,H Kaur,40,2012-07-11,England,GA Elwiss,3,17,2012-07-11,India,H Kaur,40,GA Elwiss,3
Sir Paul Getty's Ground,United Kingdom,Wormsley,Test,2013,1,0,0,0,331.0,314.0,231.0,93.0,,,6.0,0.06,2.67,10.0,0.04,2.25,5.0,0.06,2.69,2.0,0.06,2.74,HC Knight,157,2013-08-11,Australia,EA Osborne,4,67,2013-08-11,England,HC Knight,161,EA Osborne,4
Sir Paul Getty's Ground,United Kingdom,Wormsley,Test,2014,1,1,0,1,92.0,114.0,202.0,183.0,0.0,100.0,10.0,0.05,2.23,10.0,0.04,1.77,10.0,0.05,2.09,4.0,0.03,1.92,JL Gunn,62,2014-08-13,India,JL Gunn,5,19,2014-08-13,India,S Mandhana,73,KL Cross,6
Sir Vivian Richards Stadium,Antigua and Barbuda,North Sound,ODI,2021,3,3,0,3,259.67,262.0,,,0.0,100.0,8.0,0.08,5.22,4.0,0.09,5.41,,,,,,,SD Hope,110,2021-03-10,Sri Lanka,AJ Hosein,3,33,2021-03-14,Sri Lanka,SD Hope,258,JN Mohammed,6
Sir Vivian Richards Stadium,Antigua and Barbuda,North Sound,Test,2018,1,1,0,1,43.0,406.0,144.0,,0.0,100.0,10.0,0.03,2.3,10.0,0.05,2.95,10.0,0.07,3.57,,,,KC Brathwaite,121,2018-07-04,Bangladesh,KAJ Roach,5,8,2018-07-04,Bangladesh,KC Brathwaite,121,JO Holder,5
Sir Vivian Richards Stadium,Antigua and Barbuda,North Sound,Test,2021,2,0,0,0,261.5,264.5,378.0,214.5,,,10.0,0.05,2.8,10.0,0.05,2.52,7.0,0.05,3.52,3.0,0.05,2.4,KC Brathwaite,126,2021-03-29,Sri Lanka,JO Holder,5,27,2021-03-21,Sri Lanka,HDRL Thirimanne,240,RAS Lakmal,11
"Sir Vivian Richards Stadium, Antigua",Antigua and Barbuda,North Sound,ODI,2019,3,3,1,2,188.33,171.67,,,33.33,66.67,8.67,0.06,3.77,5.33,0.08,4.46,,,,,,,SR Taylor,79,2019-11-06,India,ML Schutt,3,24,2019-09-11,West Indies,SR Taylor,122,ASS Fletcher,4
"Sir Vivian Richards Stadium, Antigua",Antigua and Barbuda,North Sound,Test,2019,2,2,1,1,242.0,264.0,237.5,58.5,50.0,50.0,10.0,0.07,3.07,10.0,0.05,2.66,8.5,0.06,3.09,5.0,0.15,5.79,AM Rahane,102,2019-08-22,West Indies,JJ Bumrah,5,7,2019-08-22,West Indies,AM Rahane,183,KAJ Roach,13
"Sir Vivian Richards Stadium, North Sound",Antigua and Barbuda,Antigua,ODI,2007,6,6,2,4,209.83,193.83,,,33.33,66.67,8.67,0.07,4.73,4.17,0.1,5.5,,,,,,,ML Hayden,158,2007-03-27,West Indies,SB Styris,4,43,2007-04-02,Bangladesh,ML Hayden,246,GD McGrath,9
"Sir Vivian Richards Stadium, North Sound",Antigua and Barbuda,Antigua,ODI,2010,2,2,2,0,290.0,249.0,,,100.0,0.0,6.0,0.07,5.92,10.0,0.09,5.37,,,,,,,AB de Villiers,102,2010-05-22,West Indies,DJ Bravo,3,40,2010-05-22,South Africa,HM Amla,194,M Morkel,6
"Sir Vivian Richards Stadium, North Sound",Antigua and Barbuda,Antigua,ODI,2011,2,2,1,1,237.0,187.0,,,50.0,50.0,8.0,0.07,4.74,8.5,0.05,4.33,,,,,,,AD Russell,92,2011-06-11,India,A Martin,4,36,2011-06-13,India,RG Sharma,125,A Mishra,5
"Sir Vivian Richards Stadium, North Sound",Antigua and Barbuda,Antigua,ODI,2014,3,3,2,1,243.67,231.67,,,66.67,33.33,7.33,0.08,5.01,7.67,0.08,4.85,,,,,,,D Ramdin,128,2014-03-05,England,SD Parry,3,32,2014-03-02,West Indies,JE Root,167,TT Bresnan,7
"Sir Vivian Richards Stadium, North Sound",Antigua and Barbuda,Antigua,ODI,2017,4,4,3,1,240.25,203.25,,,75.0,25.0,7.25,0.07,4.86,9.0,0.06,4.43,,,,,,,EJG Morgan,107,2017-03-03,West Indies,JO Holder,5,27,2017-07-02,India,JN Mohammed,182,LE Plunkett,7
"Sir Vivian Richards Stadium, North Sound",Antigua and Barbuda,Antigua,T20,2010,2,2,2,0,128.0,121.0,,,100.0,0.0,7.0,0.08,6.4,8.5,0.09,6.08,,,,,,,JH Kallis,53,2010-05-19,West Indies,R McLaren,5,19,2010-05-19,West Indies,DJ Bravo,60,J Botha,5
"Sir Vivian Richards Stadium, North Sound",Antigua and Barbuda,Antigua,T20,2013,2,2,1,1,144.0,124.0,,,50.0,50.0,7.5,0.14,7.2,4.0,0.13,6.98,,,,,,,LMP Simmons,63,2013-03-02,Zimbabwe,S Badree,3,17,2013-03-03,Zimbabwe,LMP Simmons,104,DJ Bravo,4
"Sir Vivian Richards Stadium, North Sound",Antigua and Barbuda,Antigua,T20,2018,3,3,1,2,119.67,97.67,,,33.33,66.67,8.33,0.1,6.06,4.67,0.09,5.93,,,,,,,AE Jones,53,2018-11-22,India,HC Knight,3,9,2018-11-22,India,AJ Healy,68,A Gardner,5
"Sir Vivian Richards Stadium, North Sound",Antigua and Barbuda,Antigua,Test,2008,1,0,0,0,479.0,352.0,244.0,266.0,,,7.0,0.06,3.52,10.0,0.06,3.29,6.0,0.06,3.95,5.0,0.06,2.86,RR Sarwan,128,2008-05-30,Australia,B Lee,5,59,2008-05-30,West Indies,RR Sarwan,193,B Lee,8
"Sir Vivian Richards Stadium, North Sound",Antigua and Barbuda,Antigua,Test,2009,1,0,0,0,7.0,,,,,,0.0,0.0,4.2,,,,,,,,,,AJ Strauss,6,2009-02-13,West Indies,FH Edwards,0,2,2009-02-13,England,AJ Strauss,6,FH Edwards,0
"Sir Vivian Richards Stadium, North Sound",Antigua and Barbuda,Antigua,Test,2012,1,1,0,1,351.0,522.0,272.0,102.0,0.0,100.0,10.0,0.07,2.72,10.0,0.08,3.19,10.0,0.05,2.58,1.0,0.14,5.23,CH Gayle,150,2012-07-25,New Zealand,KAJ Roach,5,60,2012-07-25,New Zealand,CH Gayle,214,SP Narine,8
"Sir Vivian Richards Stadium, North Sound",Antigua and Barbuda,Antigua,Test,2015,1,0,0,0,399.0,295.0,333.0,350.0,,,10.0,0.08,3.6,10.0,0.06,2.61,7.0,0.07,3.87,7.0,0.06,2.7,IR Bell,143,2015-04-13,West Indies,JC Tredwell,4,47,2015-04-13,West Indies,IR Bell,154,JC Tredwell,5
"Sir Vivian Richards Stadium, North Sound",Antigua and Barbuda,Antigua,Test,2016,1,1,1,0,566.0,243.0,231.0,,100.0,0.0,8.0,0.06,3.5,10.0,0.05,2.69,10.0,0.07,2.96,,,,V Kohli,200,2016-07-21,West Indies,R Ashwin,7,83,2016-07-21,West Indies,V Kohli,200,R Ashwin,7
"Sir Vivian Richards Stadium, North Sound, Antigua",Antigua and Barbuda,North Sound,ODI,2021,4,3,1,2,192.25,184.0,6.0,10.0,33.33,66.67,7.75,0.05,3.87,6.0,0.05,3.94,0.0,0.0,6.0,1.0,0.17,10.0,HK Matthews,100,2021-07-12,Pakistan,Fatima Sana,4,30,2021-07-15,West Indies,HK Matthews,164,A Mohammed,6
"Sir Vivian Richards Stadium, North Sound, Antigua",Antigua and Barbuda,North Sound,ODI,2022,6,6,3,3,221.33,147.83,,,50.0,50.0,8.83,0.07,4.85,8.17,0.05,3.93,,,,,,,NR Sciver,90,2022-12-04,West Indies,LK Bell,4,33,2022-12-06,West Indies,NR Sciver,180,HK Matthews,11
"Sir Vivian Richards Stadium, North Sound, Antigua",Antigua and Barbuda,North Sound,ODI,2023,2,2,0,2,263.5,266.0,,,0.0,100.0,10.0,0.12,5.8,5.0,0.13,6.48,,,,,,,SD Hope,109,2023-12-03,England,SM Curran,3,33,2023-12-06,West Indies,SD Hope,177,AAP Atkinson,4
"Sir Vivian Richards Stadium, North Sound, Antigua",Antigua and Barbuda,North Sound,ODI,2024,2,2,0,2,268.5,243.0,,,0.0,100.0,8.0,0.1,5.59,3.5,0.12,6.5,,,,,,,LS Livingstone,124,2024-11-02,West Indies,G Motie,4,41,2024-10-31,England,LS Livingstone,172,MW Forde,5
"Sir Vivian Richards Stadium, North Sound, Antigua",Antigua and Barbuda,North Sound,T20,2021,11,10,5,5,124.18,101.55,,,50.0,50.0,7.45,0.11,6.35,4.91,0.14,7.39,,,,,,,A Ferguson,86,2021-11-10,Belize,D Heyliger,5,16,2021-11-13,Argentina,L Lee,114,HK Matthews,6
"Sir Vivian Richards Stadium, North Sound, Antigua",Antigua and Barbuda,North Sound,T20,2022,6,5,1,4,105.33,105.83,15.0,18.0,20.0,80.0,7.17,0.07,5.27,5.67,0.09,5.87,0.0,0.17,15.0,0.0,0.33,18.0,DN Wyatt,59,2022-12-11,West Indies,HK Matthews,4,12,2022-10-02,New Zealand,HK Matthews,129,FC Jonas,7
"Sir Vivian Richards Stadium, North Sound, Antigua",Antigua and Barbuda,North Sound,T20,2024,8,8,3,5,132.0,113.38,,,37.5,62.5,7.12,0.15,7.59,4.0,0.27,10.18,,,,,,,AGS Gous,80,2024-06-19,South Africa,AU Rashid,4,11,2024-06-13,Oman,Q de Kock,86,A Zampa,6
"Sir Vivian Richards Stadium, North Sound, Antigua",Antigua and Barbuda,North Sound,Test,2022,2,1,0,1,207.0,320.0,297.0,117.5,0.0,100.0,10.0,0.07,3.12,10.0,0.05,2.37,8.0,0.06,3.32,3.5,0.06,3.05,JM Bairstow,140,2022-03-08,West Indies,KAJ Roach,5,53,2022-06-16,Bangladesh,NE Bonner,194,AS Joseph,11
"Sir Vivian Richards Stadium, North Sound, Antigua",Antigua and Barbuda,North Sound,Test,2024,1,1,1,0,450.0,269.0,152.0,132.0,100.0,0.0,9.0,0.04,3.12,9.0,0.04,2.74,10.0,0.07,3.29,10.0,0.07,3.47,JP Greaves,115,2024-11-22,Bangladesh,Taskin Ahmed,6,64,2024-11-22,West Indies,A Athanaze,132,Taskin Ahmed,8
Sky Stadium,New Zealand,Wellington,T20,2021,2,2,1,1,135.0,119.5,,,50.0,50.0,8.5,0.1,6.75,6.5,0.16,7.28,,,,,,,MJ Guptill,71,2021-03-07,Australia,MK Villiers,3,10,2021-03-07,New Zealand,MJ Guptill,71,IS Sodhi,3
"Sky Stadium, Wellington",New Zealand,Wellington,T20,2024,1,1,0,1,215.0,216.0,,,0.0,100.0,3.0,0.19,10.75,4.0,0.23,10.8,,,,,,,MR Marsh,72,2024-02-21,New Zealand,MJ Santner,2,42,2024-02-21,Australia,MR Marsh,72,MJ Santner,2
"Sky Stadium, Wellington",New Zealand,Wellington,T20,2025,2,2,1,1,154.0,151.5,,,50.0,50.0,6.5,0.17,7.7,5.0,0.26,10.85,,,,,,,TL Seifert,97,2025-03-26,Pakistan,JDS Neesham,5,22,2025-03-26,Pakistan,TL Seifert,97,JDS Neesham,5
"Solvangs Park, Glostrup",Denmark,Copenhagen,T20,2023,2,1,0,1,99.0,101.0,15.0,13.0,0.0,100.0,10.0,0.1,5.81,6.0,0.13,6.88,0.0,0.33,15.0,1.0,0.17,13.0,Raza Iqbal,50,2023-05-20,Finland,Prashant Shukla,4,18,2023-05-21,Finland,Raza Iqbal,50,PF Gallagher,5
Sophia Gardens,United Kingdom,Cardiff,ODI,2005,1,1,0,1,249.0,250.0,,,0.0,100.0,5.0,0.07,4.98,5.0,0.09,5.07,,,,,,,Mohammad Ashraful,100,2005-06-18,Australia,Tapash Baisya,3,69,2005-06-18,Australia,Mohammad Ashraful,100,Tapash Baisya,3
Sophia Gardens,United Kingdom,Cardiff,ODI,2006,1,0,0,0,202.0,46.0,,,,,10.0,0.07,4.1,1.0,0.12,6.57,,,,,,,IR Bell,88,2006-08-30,Pakistan,Mohammad Asif,3,28,2006-08-30,England,IR Bell,88,Mohammad Asif,3
Sophia Gardens,United Kingdom,Cardiff,ODI,2008,1,0,0,0,6.0,,,,,,1.0,0.0,2.0,,,,,,,,,,HM Amla,3,2008-09-03,England,SCJ Broad,1,0,2008-09-03,South Africa,HH Gibbs,3,SCJ Broad,1
Sophia Gardens,United Kingdom,Cardiff,ODI,2010,1,1,0,1,239.0,243.0,,,0.0,100.0,7.0,0.09,4.78,6.0,0.08,5.36,,,,,,,CL White,86,2010-06-24,England,SCJ Broad,4,44,2010-06-24,Australia,CL White,86,SCJ Broad,4
Sophia Gardens,United Kingdom,Cardiff,ODI,2011,1,1,0,1,304.0,241.0,,,0.0,100.0,6.0,0.08,6.08,4.0,0.12,7.45,,,,,,,V Kohli,107,2011-09-16,England,GP Swann,3,34,2011-09-16,India,V Kohli,107,GP Swann,3
Sophia Gardens,United Kingdom,Cardiff,ODI,2012,1,0,0,0,37.0,,,,,,0.0,0.15,6.73,,,,,,,,,,IR Bell,26,2012-08-24,South Africa,LL Tsotsobe,0,18,2012-08-24,England,IR Bell,26,LL Tsotsobe,0
Sophia Gardens,United Kingdom,Cardiff,ODI,2013,6,5,2,3,212.67,201.0,,,40.0,60.0,8.5,0.09,5.53,7.0,0.11,5.61,,,,,,,S Dhawan,114,2013-06-06,South Africa,KD Mills,4,30,2013-06-16,England,S Dhawan,182,MJ McClenaghan,7
Sophia Gardens,United Kingdom,Cardiff,ODI,2014,1,1,1,0,304.0,161.0,,,100.0,0.0,6.0,0.11,6.08,10.0,0.07,4.22,,,,,,,SK Raina,100,2014-08-27,England,RA Jadeja,4,28,2014-08-27,England,SK Raina,100,CR Woakes,4
Sophia Gardens,United Kingdom,Cardiff,ODI,2016,2,2,1,1,313.0,253.0,,,50.0,50.0,8.0,0.11,6.26,8.0,0.09,5.51,,,,,,,JE Root,93,2016-07-02,Sri Lanka,DJ Willey,4,34,2016-07-02,Sri Lanka,JJ Roy,121,DJ Willey,4
Sophia Gardens,United Kingdom,Cardiff,ODI,2017,4,4,1,3,255.5,235.75,,,25.0,75.0,9.5,0.07,5.15,6.0,0.09,5.44,,,,,,,Shakib Al Hasan,114,2017-06-09,New Zealand,LE Plunkett,4,55,2017-06-06,New Zealand,KS Williamson,144,Hasan Ali,6
Sophia Gardens,United Kingdom,Cardiff,ODI,2018,1,1,1,0,342.0,304.0,,,100.0,0.0,8.0,0.14,6.84,10.0,0.11,6.44,,,,,,,SE Marsh,131,2018-06-16,England,LE Plunkett,4,53,2018-06-16,Australia,SE Marsh,131,LE Plunkett,4
Sophia Gardens,United Kingdom,Cardiff,ODI,2019,2,2,1,1,261.0,208.5,,,50.0,50.0,8.0,0.11,6.18,5.0,0.13,7.1,,,,,,,JJ Roy,153,2019-06-08,Bangladesh,LH Ferguson,3,22,2019-06-01,Sri Lanka,JJ Roy,153,BA Stokes,3
Sophia Gardens,United Kingdom,Cardiff,T20,2010,2,2,0,2,107.5,109.5,,,0.0,100.0,7.0,0.07,5.53,4.5,0.14,6.97,,,,,,,EJG Morgan,38,2010-09-05,Pakistan,TT Bresnan,3,10,2010-09-07,Pakistan,EJG Morgan,56,GP Swann,4
Sophia Gardens,United Kingdom,Cardiff,T20,2015,2,2,1,1,146.5,145.5,,,50.0,50.0,7.5,0.12,7.32,6.5,0.12,7.56,,,,,,,SPD Smith,90,2015-08-31,England,A Shrubsole,4,11,2015-08-31,Australia,SPD Smith,90,A Shrubsole,4
Sophia Gardens,United Kingdom,Cardiff,T20,2017,1,1,1,0,181.0,162.0,,,100.0,0.0,8.0,0.19,9.05,7.0,0.15,8.1,,,,,,,DJ Malan,78,2017-06-25,South Africa,D Paterson,4,32,2017-06-25,England,DJ Malan,78,D Paterson,4
Sophia Gardens,United Kingdom,Cardiff,T20,2018,1,1,0,1,148.0,149.0,,,0.0,100.0,5.0,0.12,7.4,5.0,0.14,7.58,,,,,,,AD Hales,58,2018-07-06,India,UT Yadav,2,36,2018-07-06,England,AD Hales,58,UT Yadav,2
Sophia Gardens,United Kingdom,Cardiff,T20,2019,1,1,0,1,173.0,175.0,,,0.0,100.0,6.0,0.17,8.65,3.0,0.18,9.05,,,,,,,Babar Azam,65,2019-05-05,England,JC Archer,2,29,2019-05-05,Pakistan,Babar Azam,65,JC Archer,2
Sophia Gardens,United Kingdom,Cardiff,Test,2009,1,0,0,0,435.0,674.0,252.0,,,,10.0,0.07,4.07,6.0,0.06,3.72,9.0,0.03,2.4,,,,RT Ponting,150,2009-07-08,England,BW Hilfenhaus,3,47,2009-07-08,England,RT Ponting,150,NM Hauritz,6
Sophia Gardens,United Kingdom,Cardiff,Test,2011,1,1,0,1,400.0,496.0,82.0,,0.0,100.0,10.0,0.06,3.37,5.0,0.05,3.2,10.0,0.07,3.32,,,,IJL Trott,203,2011-05-26,Sri Lanka,GP Swann,4,16,2011-05-26,Sri Lanka,IJL Trott,203,GP Swann,7
Sophia Gardens,United Kingdom,Cardiff,Test,2015,1,1,1,0,430.0,308.0,289.0,242.0,100.0,0.0,10.0,0.09,4.21,10.0,0.09,3.64,10.0,0.1,4.12,10.0,0.08,3.43,JE Root,134,2015-07-08,Australia,MA Starc,5,114,2015-07-08,England,JE Root,194,MA Starc,7
"Sophia Gardens, Cardiff",United Kingdom,Cardiff,ODI,2021,1,1,0,1,141.0,142.0,,,0.0,100.0,10.0,0.07,3.99,1.0,0.12,6.5,,,,,,,DJ Malan,68,2021-07-08,Pakistan,S Mahmood,4,42,2021-07-08,Pakistan,DJ Malan,68,S Mahmood,4
"Sophia Gardens, Cardiff",United Kingdom,Cardiff,ODI,2023,1,1,0,1,291.0,297.0,,,0.0,100.0,6.0,0.1,5.82,2.0,0.13,6.5,,,,,,,DJ Mitchell,118,2023-09-08,England,R Ravindra,3,48,2023-09-08,England,DJ Mitchell,118,R Ravindra,3
"Sophia Gardens, Cardiff",United Kingdom,Cardiff,ODI,2025,1,1,0,1,308.0,312.0,,,0.0,100.0,10.0,0.14,6.46,7.0,0.12,6.39,,,,,,,JE Root,166,2025-06-01,West Indies,AS Joseph,4,31,2025-06-01,England,JE Root,166,AS Joseph,4
"Sophia Gardens, Cardiff",United Kingdom,Cardiff,T20,2021,2,2,0,2,120.0,119.0,,,0.0,100.0,7.0,0.07,6.0,3.5,0.13,7.13,,,,,,,JC Buttler,68,2021-06-23,Sri Lanka,AU Rashid,2,17,2021-06-23,Sri Lanka,JC Buttler,68,AU Rashid,4
"Sophia Gardens, Cardiff",United Kingdom,Cardiff,T20,2022,1,1,1,0,207.0,149.0,,,100.0,0.0,3.0,0.21,10.35,10.0,0.19,8.94,,,,,,,RR Rossouw,96,2022-07-28,England,T Shamsi,3,27,2022-07-28,England,RR Rossouw,96,AL Phehlukwayo,3
"Sophia Gardens, Cardiff",United Kingdom,Cardiff,T20,2024,1,1,0,1,193.0,194.0,,,0.0,100.0,6.0,0.22,9.65,7.0,0.21,10.21,,,,,,,LS Livingstone,87,2024-09-13,Australia,MW Short,5,22,2024-09-13,England,LS Livingstone,87,MW Short,5
"Sophia Gardens, Cardiff",United Kingdom,Cardiff,T20,2025,1,1,1,0,97.0,54.0,,,100.0,0.0,5.0,0.26,12.38,5.0,0.2,10.8,,,,,,,AK Markram,28,2025-09-10,England,M Jansen,2,18,2025-09-10,England,AK Markram,28,C Bosch,2
Southend Club Cricket Stadium,Pakistan,Karachi,ODI,2015,1,1,0,1,123.0,124.0,,,0.0,100.0,9.0,0.04,2.46,4.0,0.06,3.22,,,,,,,Bismah Maroof,41,2015-10-06,Bangladesh,Anam Amin,4,7,2015-10-06,Bangladesh,Bismah Maroof,41,Anam Amin,4
Southend Club Cricket Stadium,Pakistan,Karachi,T20,2015,2,2,2,0,119.0,87.5,,,100.0,0.0,5.5,0.08,5.95,7.0,0.06,4.38,,,,,,,Bismah Maroof,65,2015-09-30,Bangladesh,Sumaiya Siddiqi,2,9,2015-10-01,Bangladesh,Bismah Maroof,109,Nahida Akter,4
Southend Club Cricket Stadium,Pakistan,Karachi,T20,2019,3,2,2,0,147.33,119.67,18.0,1.0,100.0,0.0,4.0,0.13,7.37,8.0,0.11,6.15,0.0,0.5,18.0,2.0,0.0,2.0,DJS Dottin,90,2019-01-31,Pakistan,SS Connell,3,29,2019-01-31,Pakistan,DJS Dottin,176,SC Selman,6
"Southend Club Cricket Stadium, Karachi",Pakistan,Karachi,ODI,2022,3,3,2,1,227.33,172.33,,,66.67,33.33,6.33,0.06,4.6,7.0,0.05,3.89,,,,,,,Sidra Ameen,123,2022-06-03,Sri Lanka,Ghulam Fatima,4,21,2022-06-01,Sri Lanka,Sidra Ameen,218,Fatima Sana,8
"Southend Club Cricket Stadium, Karachi",Pakistan,Karachi,T20,2022,3,3,0,3,105.0,106.33,,,0.0,100.0,7.33,0.07,5.25,4.33,0.09,5.76,,,,,,,Ayesha Naseem,45,2022-05-26,Sri Lanka,Tuba Hassan,3,8,2022-05-24,Sri Lanka,Bismah Maroof,65,OU Ranasinghe,6
"Sportpark Harga, Schiedam",Netherlands,Schiedam,T20,2022,1,1,1,0,99.0,29.0,,,100.0,0.0,7.0,0.06,4.95,10.0,0.02,2.64,,,,,,,HDJ Siegers,41,2022-06-28,Namibia,C de Lange,4,6,2022-06-28,Namibia,HDJ Siegers,41,C de Lange,4
"Sportpark Harga, Schiedam",Netherlands,Schiedam,T20,2024,2,2,1,1,125.0,78.5,,,50.0,50.0,6.0,0.08,6.25,5.5,0.1,6.01,,,,,,,B de Leede,82,2024-05-28,Italy,Ilenia Sims,3,27,2024-05-28,Netherlands,B de Leede,122,HWA Landheer,4
Sportpark Het Schootsveld,Netherlands,Deventer,ODI,2019,2,2,0,2,247.5,249.5,,,0.0,100.0,7.0,0.09,5.08,5.0,0.11,5.39,,,,,,,MP O'Dowd,86,2019-06-19,Zimbabwe,SC Williams,4,43,2019-06-21,Netherlands,MP O'Dowd,145,SC Williams,6
Sportpark Het Schootsveld,Netherlands,Deventer,T20,2018,2,1,1,0,195.0,172.0,,,100.0,0.0,4.5,0.21,9.75,5.5,0.16,8.6,,,,,,,PR Stirling,81,2018-06-17,Scotland,GH Dockrell,2,15,2018-06-16,Scotland,PR Stirling,132,GH Dockrell,3
Sportpark Het Schootsveld,Netherlands,Deventer,T20,2019,10,9,5,4,124.4,71.6,,,55.56,44.44,5.9,0.11,6.68,4.8,0.1,5.72,,,,,,,GH Lewis,71,2019-08-12,Netherlands,L Maritz,3,4,2019-08-14,Scotland,GH Lewis,180,K Fraser,9
"Sportpark Het Schootsveld, Deventer",Netherlands,Deventer,T20,2023,5,5,1,4,133.8,133.0,,,20.0,80.0,7.4,0.1,6.7,4.2,0.15,8.05,,,,,,,J Butler,87,2023-08-15,Germany,Ghulam Ahmadi,4,39,2023-08-15,Guernsey,J Butler,156,Ghulam Ahmadi,9
Sportpark Maarschalkerweerd,Netherlands,Utrecht,T20,2018,9,9,2,7,88.67,83.78,,,22.22,77.78,7.22,0.06,4.54,4.33,0.09,5.46,,,,,,,SL Kalis,88,2018-07-07,United Arab Emirates,Panna Ghosh,5,16,2018-07-14,Ireland,SL Kalis,146,Fahima Khatun,7
Sportpark Maarschalkerweerd,Netherlands,Utrecht,T20,2019,1,1,0,1,130.0,135.0,,,0.0,100.0,6.0,0.06,6.5,4.0,0.16,8.71,,,,,,,BBJL Perera,67,2019-05-25,Germany,Ahmed Wardak,2,8,2019-05-25,Italy,BBJL Perera,67,Ahmed Wardak,2
"Sportpark Maarschalkerweerd, Utrecht",Netherlands,Utrecht,ODI,2021,3,3,1,2,171.67,172.67,,,33.33,66.67,10.0,0.05,3.46,5.67,0.06,3.73,,,,,,,SJ Myburgh,74,2021-06-07,Ireland,CA Young,4,18,2021-06-04,Netherlands,PR Stirling,126,J Little,8
"Sportpark Maarschalkerweerd, Utrecht",Netherlands,Utrecht,ODI,2024,2,2,1,1,203.0,172.5,,,50.0,50.0,8.0,0.08,4.66,8.5,0.05,4.13,,,,,,,S Horley,100,2024-08-06,Papua New Guinea,S Horley,4,24,2024-08-06,Papua New Guinea,S Horley,100,AH Maqsood,4
"Sportpark Maarschalkerweerd, Utrecht",Netherlands,Utrecht,ODI,2025,3,3,1,2,248.33,200.67,,,33.33,66.67,9.33,0.08,5.02,5.67,0.11,5.98,,,,,,,RD Berrington,105,2025-05-16,Netherlands,K Klein,4,44,2025-05-12,United Arab Emirates,BJ McMullen,151,BJ McMullen,7
"Sportpark Maarschalkerweerd, Utrecht",Netherlands,Utrecht,T20,2023,9,8,3,5,108.44,86.75,,,37.5,62.5,7.67,0.06,5.52,5.0,0.07,5.19,,,,,,,HDJ Siegers,88,2023-08-25,Jersey,T Putthawong,5,8,2023-07-14,Netherlands,HDJ Siegers,210,EN Lynch,8
"Sportpark Maarschalkerweerd, Utrecht",Netherlands,Utrecht,T20,2024,8,7,4,3,153.62,112.43,,,57.14,42.86,5.5,0.14,7.97,7.0,0.11,6.66,,,,,,,R Rijke,84,2024-06-19,Hong Kong,Vikramjit Singh,3,16,2024-08-25,United States of America,R Rijke,167,K Klein,8
"Sportpark Maarschalkerweerd, Utrecht",Netherlands,Utrecht,T20,2025,4,4,4,0,132.0,83.0,,,100.0,0.0,4.5,0.14,7.69,7.5,0.07,5.34,,,,,,,SL Kalis,81,2025-06-12,United States of America,IJR Zwilling,3,11,2025-06-13,United States of America,SL Kalis,142,RP Singh,6
Sportpark Westvliet,Netherlands,The Hague,T20,2012,2,2,0,2,136.0,138.0,,,0.0,100.0,8.5,0.11,6.8,5.5,0.14,7.3,,,,,,,Tamim Iqbal,69,2012-07-25,Netherlands,T van der Gugten,3,18,2012-07-26,Bangladesh,Tamim Iqbal,119,Shakib Al Hasan,4
Sportpark Westvliet,Netherlands,The Hague,T20,2019,1,1,0,1,150.0,153.0,,,0.0,100.0,6.0,0.12,7.5,3.0,0.18,7.78,,,,,,,Ashfaq Ahmed,75,2019-08-08,Netherlands,Sultan Ahmed,2,29,2019-08-08,Netherlands,Ashfaq Ahmed,75,Sultan Ahmed,2
"Sportpark Westvliet, The Hague",Netherlands,The Hague,ODI,2022,1,1,0,1,185.0,188.0,,,0.0,100.0,10.0,0.04,3.91,2.0,0.1,5.3,,,,,,,GH Lewis,92,2022-08-26,Netherlands,L Delany,3,26,2022-08-26,Netherlands,GH Lewis,92,L Delany,3
"Sportpark Westvliet, The Hague",Netherlands,The Hague,ODI,2024,3,3,2,1,245.0,234.33,,,66.67,33.33,7.0,0.07,4.94,8.0,0.09,4.82,,,,,,,MD Patel,121,2024-08-13,Canada,K Klein,4,33,2024-08-11,Canada,MP O'Dowd,128,K Klein,5
